AL, 4.0
AK, 0.0
AZ, 5.6
AR, 6.5
CA, 7.5
CO, 2.9
CT, 6.4
DE, 0.0
DC, 5.8
FL, 6.0
GA, 4.0
HI, 4.0
ID, 6.0
IL, 6.3
IN, 7.0
IA, 6.0
KS, 6.2
KY, 6.0
LA, 4.0
ME, 5.5
MD, 6.0
MA, 6.3
MI, 6.0
MN, 6.9
MS, 7.0
MO, 4.2
MT, 0.0
NE, 5.5
NV, 6.9
NH, 0.0
NJ, 7.0
NM, 5.1
NY, 4.0
NC, 4.8
ND, 5.0
OH, 5.8
OK, 4.5
OR, 6.0
PA, 6.0
SC, 6.0
SD, 4.0
TN, 7.0
TX, 6.3
UT, 4.7
VT, 6.0
VA, 4.3
WA, 6.5
WV, 6.0
WI, 5.0
WY, 4.0
